241869
21872	啰	65536	-1	3
21880	啸	69086	-1	1
21883	啻	65536	-1	3
21884	啼	73967	-1	1
21887	啿	65536	-1	3
21888	喀	77442	-1	2
21889	喁	65536	-1	3
21891	喃	67661	-1	2
21892	善	93489	-1	2
21895	喇	82056	-1	1
21897	喉	83589	-1	1
21898	喊	82026	-1	1
21899	喋	65536	-1	3
21900	喌	65536	-1	3
21902	喎	65536	-1	3
21903	喏	65536	-1	3
21905	喑	65536	-1	3
21907	喓	65536	-1	3
21909	喕	65536	-1	3
21916	喜	94531	-1	1
21917	喝	80812	-1	1
21919	喟	65536	-1	3
21924	喤	65536	-1	3
21927	喧	81536	-1	2
21928	喨	65536	-1	3
21943	喷	90680	-1	1
21945	喹	82355	-1	1
21949	喽	71241	-1	1
21950	喾	65536	-1	3
21954	嗂	65536	-1	3
21956	嗄	65536	-1	3
21957	嗅	78351	-1	1
21961	嗉	81637	-1	2
21964	嗌	65536	-1	3
21967	嗏	65536	-1	3
21968	嗐	65536	-1	3
21971	嗓	80477	-1	1
21972	嗔	65536	-1	3
21973	嗕	65536	-1	3
21977	嗙	65536	-1	3
21979	嗛	65536	-1	3
21980	嗜	80961	-1	1
21981	嗝	83079	-1	2
21983	嗟	77410	-1	2
21986	嗢	65536	-1	3
21989	嗥	65536	-1	3
21992	嗨	82156	-1	2
21995	嗫	65536	-1	3
21996	嗬	82159	-1	1
21999	嗯	65536	-1	3
22002	嗲	81119	-1	2
22003	嗳	65536	-1	3
22007	嗷	65536	-1	3
22013	嗽	82405	-1	2
22014	嗾	65536	-1	3
22016	嘀	65536	-1	3
22017	嘁	65536	-1	3
22024	嘈	77458	-1	2
22025	嘉	83057	-1	2
22028	嘌	82307	-1	2
22030	嘎	75906	-1	1
22031	嘏	65536	-1	3
22040	嘘	81337	-1	1
22043	嘛	80495	-1	1
22068	嘴	84246	-1	2
22070	嘶	82404	-1	1
22073	嘹	83976	-1	2
22078	嘾	65536	-1	3
22079	嘿	65536	-1	3
22080	噀	65536	-1	3
22089	噉	65536	-1	3
22094	噎	82138	-1	1
22108	噜	70638	-1	2
22114	噢	65536	-1	3
22115	噣	65536	-1	3
22116	噤	65536	-1	3
22120	器	84316	-1	1
22121	噩	71370	-1	2
22122	噪	81392	-1	1
22123	噫	65536	-1	3
22124	噬	84067	-1	1
22125	噭	65536	-1	3
22128	噰	65536	-1	3
22129	噱	81383	-1	2
22131	噳	65536	-1	3
22135	噷	65536	-1	3
22139	噻	82798	-1	1
22140	噼	65536	-1	3
22142	噾	65536	-1	3
22143	噿	65536	-1	3
22146	嚂	65536	-1	3
22158	嚎	82884	-1	1
22159	嚏	82281	-1	2
22167	嚗	65536	-1	3
22172	嚜	65536	-1	3
22179	嚣	79873	-1	1
22183	嚧	65536	-1	3
22187	嚫	65536	-1	3
22188	嚬	65536	-1	3
22189	嚭	65536	-1	3
22204	嚼	71325	-1	1
22218	囊	84226	-1	1
22228	囔	65536	-1	3
22231	囗	65536	-1	3
22234	囚	81477	-1	1
22235	四	136416	-1	2
22237	囝	65536	-1	3
22238	回	107390	-1	1
22239	囟	67015	-1	2
22240	因	91030	-1	1
22241	囡	65536	-1	3
22242	团	103280	-1	2
22245	囥	65536	-1	3
22247	囧	65536	-1	3
22251	囫	83227	-1	2
22253	园	84226	-1	1
22254	囮	65536	-1	3
22256	困	86572	-1	1
22260	围	95820	-1	1
22263	囷	65536	-1	3
22265	囹	83235	-1	2
22266	固	90694	-1	2
22269	国	129662	-1	2
22270	图	108875	-1	2
22278	圆	100828	-1	1
22280	圈	89314	-1	1
22281	圉	65536	-1	3
22282	圊	65536	-1	3
22284	圌	65536	-1	3
22303	土	125879	-1	2
22307	圣	91861	-1	2
22312	在	90352	-1	1
22313	圩	83779	-1	1
22314	圪	84746	-1	2
22316	圬	65536	-1	3
22317	圭	72968	-1	2
22318	圮	65536	-1	3
22319	圯	65536	-1	3
22320	地	130714	-1	1
22323	圳	65536	-1	3
22330	场	94920	-1	1
22338	坂	85166	-1	2
22343	均	88191	-1	2
22347	坋	65536	-1	3
22348	坌	65536	-1	3
22349	坍	74127	-1	1
22350	坎	85912	-1	1
22351	坏	87166	-1	2
22352	坐	98991	-1	1
22353	坑	87014	-1	2
22354	坒	65536	-1	3
22359	块	86145	-1	1
22362	坚	90393	-1	1
22363	坛	84407	-1	1
22365	坝	87245	-1	2
